식약분류,주성분코드,제품코드,제품명,업체명,ATC코드,ATC코드 명칭
112,680402ATB,651904910,조스정2밀리그램(에스조피클론)_(2mg/1정),명인제약(주),N05CF04,eszopiclone
112,680402ATB,670608180,조피스타정2밀리그램(에스조피클론)_(2mg/1정),(주)휴온스,N05CF04,eszopiclone
112,680403ATB,642404900,영진조피클론정3밀리그램(에스조피클론)_(3mg/1정),영진약품(주),N05CF04,eszopiclone
112,680403ATB,651904920,조스정3밀리그램(에스조피클론)_(3mg/1정),명인제약(주),N05CF04,eszopiclone
112,680403ATB,670608190,조피스타정3밀리그램(에스조피클론)_(3mg/1정),(주)휴온스,N05CF04,eszopiclone
112,717401ACH,642204620,잘레딥캡슐5밀리그램(잘레플론)_(5mg/1캡슐),부광약품(주),N05CF03,zaleplon
112,717402ACH,642204630,잘레딥캡슐10밀리그램(잘레플론)_(10mg/1캡슐),부광약품(주),N05CF03,zaleplon
113,123130ASY,653601111,테그레톨시럽2%(카르바마제핀)_(2g/100mL),한국노바티스(주),N03AF01,carbamazepine
113,123102ATB,651901860,카마제핀정(카르바마제핀)_(0.2g/1정),명인제약(주),N03AF01,carbamazepine
113,123102ATB,653601130,테그레톨정200밀리그램(카르바마제핀)_(0.2g/1정),한국노바티스(주),N03AF01,carbamazepine
113,123102ATR,653001520,아트레톨씨알정(카르바마제핀)_(0.2g/1정),(주)한국파마,N03AF01,carbamazepine
113,123102ATR,657200530,에필렙톨씨알정(카르바마제핀)_(0.2g/1정),환인제약(주),N03AF01,carbamazepine
113,123102ATR,649802760,카르마인씨알정(카르바마제핀)_(0.2g/1정),명문제약(주),N03AF01,carbamazepine
113,123102ATR,651901840,카마제핀씨알정200밀리그람(카르바마제핀)_(0.2g/1정),명인제약(주),N03AF01,carbamazepine
113,123102ATR,653601120,테그레톨씨알정200밀리그램(카르바마제핀)_(0.2g/1정),한국노바티스(주),N03AF01,carbamazepine
113,123104ATR,642201050,부광티모닐서방정300밀리그램(카르바마제핀)_(0.3g/1정),부광약품(주),N03AF01,carbamazepine
113,123104ATR,651901850,카마제핀씨알정300밀리그람(카르바마제핀)_(0.3g/1정),명인제약(주),N03AF01,carbamazepine
113,136401ATB,657202690,환인클로나제팜정0.5밀리그램_(0.5mg/1정),환인제약(주),N03AE01,clonazepam
113,136401ATB,643308800,리보트릴정(클로나제팜)_(0.5mg/1정),(주)종근당,N03AE01,clonazepam
113,146801ACH,642201070,부광페니토인캡슐100밀리그램_(0.1g/1캡슐),부광약품(주),N03AB02,phenytoin
113,146801ATB,651900910,명인페니토인100밀리그람정_(0.1g/1정),명인제약(주),N03AB02,phenytoin
113,146801ATB,657201120,환인히단토인정(페니토인)_(0.1g/1정),환인제약(주),N03AB02,phenytoin
113,147701ATR,653006930,디발프로서방정250밀리그램(디발프로엑스나트륨)_(0.26905g/1정),(주)한국파마,N03AG01,valproic acid
113,147701ATR,644200080,데파코트서방정250mg(디발프로엑스나트륨)_(0.2691g/1정),한국애보트(주),N03AG01,valproic acid
113,147702ATR,653006910,디발프로서방정500밀리그램(디발프로엑스나트륨)_(0.5381g/1정),(주)한국파마,N03AG01,valproic acid
113,147702ATR,644200090,데파코트서방정500㎎(디발프로엑스나트륨)_(0.5381g/1정),한국애보트(주),N03AG01,valproic acid
113,147801ACH,644200100,데파코트스프링클캅셀(디발프로엑스나트륨입자)_(0.2263g/1캡슐),한국애보트(주),N03AG01,valproic acid
113,155901ACS,661904040,자론티연질캡슐(에토숙시미드)_(0.25g/1캡슐),영풍제약(주),N03AD01,ethosuximide
113,164201ACH,647800210,뉴로카바캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),삼진제약(주),N02BF01,gabapentin
113,164201ACH,656702070,넬슨가바펜틴캡슐100밀리그램_(0.1g/1캡슐),한국넬슨제약(주),N02BF01,gabapentin
113,164201ACH,652601470,펜다운캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),알보젠코리아(주),N02BF01,gabapentin
113,164201ACH,646004290,뉴로닌캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),(주)메디카코리아,N02BF01,gabapentin
113,164201ACH,643300030,가바렙캡슐100밀리그람(가바펜틴)_(0.1g/1캡슐),(주)종근당,N02BF01,gabapentin
113,164201ACH,642003570,현대가바펜틴캡슐100밀리그램_(0.1g/1캡슐),현대약품(주),N02BF01,gabapentin
113,164201ACH,678600850,가바티론캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),(주)다산제약,N02BF01,gabapentin
113,164201ACH,671706140,카나가바로틴캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),주식회사제뉴원사이언스,N02BF01,gabapentin
113,164201ACH,677100500,펜믹스가바펜틴캡슐100밀리그램_(0.1g/1캡슐),(주)펜믹스,N02BF01,gabapentin
113,164201ACH,644603330,가바인캡슐100mg(가바펜틴)_(0.1g/1캡슐),조아제약(주),N02BF01,gabapentin
113,164201ACH,645208810,가베틴캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),(주)에이프로젠바이오로직스,N02BF01,gabapentin
113,164201ACH,625201160,뉴펜틴캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),(주)화이트생명과학,N02BF01,gabapentin
113,164201ACH,661604560,알피가바펜틴캡슐100mg_(0.1g/1캡슐),(주)알피바이오,N02BF01,gabapentin
113,164201ACH,621802910,가바스탄캡슐100mg(가바펜틴)_(0.1g/1캡슐),(주)한국파비스제약,N02BF01,gabapentin
113,164201ACH,647204990,가비스타캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),한국코러스(주),N02BF01,gabapentin
113,164201ACH,669502310,씨티가바캡슐100mg(가바펜틴)_(0.1g/1캡슐),(주)씨티씨바이오,N02BF01,gabapentin
113,164201ACH,669805100,가바랩캡슐100mg(가바펜틴)_(0.1g/1캡슐),구주제약(주),N02BF01,gabapentin
113,164201ACH,647303620,씨트펜틴캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),에이치엘비제약(주),N02BF01,gabapentin
113,164201ACH,649104240,가바스틸캡슐100mg(가바펜틴)_(0.1g/1캡슐),한국휴텍스제약(주),N02BF01,gabapentin
113,164201ACH,628901170,이로바캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),(주)이든파마,N02BF01,gabapentin
113,164201ACH,665507070,유니펜틴캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),한국유니온제약(주),N02BF01,gabapentin
113,164201ACH,629701550,오스가바캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),(주)오스코리아제약,N02BF01,gabapentin
113,164201ACH,55101140,가바투캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),코스맥스파마(주),N02BF01,gabapentin
113,164201ACH,669907460,가바텐캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),대한뉴팜(주),N02BF01,gabapentin
113,164201ACH,658107490,가바페캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),(유)한풍제약,N02BF01,gabapentin
113,164201ACH,58200440,아가바캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),(주)아리제약,N02BF01,gabapentin
113,164201ACH,648604030,가바렉스캡슐100mg(가바펜틴)_(0.1g/1캡슐),(주)씨엠지제약,N02BF01,gabapentin
113,164201ACH,641907530,보령가바펜틴캡슐100밀리그램_(0.1g/1캡슐),(주)보령,N02BF01,gabapentin
113,164201ACH,674402090,아바펜캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),아이큐어(주),N02BF01,gabapentin
113,164201ACH,679601320,가바원캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),(주)서흥,N02BF01,gabapentin
113,164201ACH,54800950,가바론틴캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),엔비케이제약(주),N02BF01,gabapentin
113,164201ACH,660703470,위더펜틴캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),위더스제약(주),N02BF01,gabapentin
113,164201ACH,622804270,뉴가틴엠캡슐100mg(가바펜틴)_(0.1g/1캡슐),(주)마더스제약,N02BF01,gabapentin
113,164201ACH,657503660,뉴벤틴캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),미래바이오제약(주),N02BF01,gabapentin
113,164201ACH,670502180,가바프로캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),(주)보령바이오파마,N02BF01,gabapentin
113,164201ACH,60500300,메가바틴캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),(주)엘앤씨바이오,N02BF01,gabapentin
113,164201ACH,73000930,건스펜틴캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),건일바이오팜주식회사,N02BF01,gabapentin
113,164201ACH,59001210,가바케이캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),주식회사케이에스제약,N02BF01,gabapentin
113,164201ACH,643700900,네오펜틴캡슐100밀리그람(가바펜틴)_(0.1g/1캡슐),국제약품(주),N02BF01,gabapentin
113,164201ACH,642900470,메가펜틴캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),일동제약(주),N02BF01,gabapentin
113,164201ACH,642800030,가바틴캡슐100밀리그람(가바펜틴)_(0.1g/1캡슐),고려제약(주),N02BF01,gabapentin
113,164201ACH,73400450,뉴론틴캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),비아트리스코리아(주),N02BF01,gabapentin
113,164201ACH,642500370,동아가바펜틴캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),동아에스티(주),N02BF01,gabapentin
113,164201ACH,657200060,뉴렙톨캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),환인제약(주),N02BF01,gabapentin
113,164201ACH,643500010,가바페닌캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),한미약품(주),N02BF01,gabapentin
113,164201ACH,653002670,파마가바펜틴캡슐100밀리그람_(0.1g/1캡슐),(주)한국파마,N02BF01,gabapentin
113,164201ACH,656003910,가바로닌캡슐100mg(가바펜틴)_(0.1g/1캡슐),알리코제약(주),N02BF01,gabapentin
113,164201ACH,694000960,네버펜틴캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),대웅바이오(주),N02BF01,gabapentin
113,164201ACH,657800080,뉴가바캡슐100밀리그람(가바펜틴)_(0.1g/1캡슐),하나제약(주),N02BF01,gabapentin
113,164201ACH,693902110,뉴로가펜캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),(주)셀트리온제약,N02BF01,gabapentin
113,164201ACH,670100070,뉴로스캡슐100밀리그람(가바펜틴)_(0.1g/1캡슐),(주)팜젠사이언스,N02BF01,gabapentin
113,164201ACH,656204520,레바펜틴캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),(주)바스칸바이오제약,N02BF01,gabapentin
113,164201ACH,649502220,유니론틴캡슐100밀리그람(가바펜틴)_(0.1g/1캡슐),유니메드제약(주),N02BF01,gabapentin
113,164201ACH,670301470,코오롱가바펜틴캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),코오롱제약(주),N02BF01,gabapentin
113,164201ACH,651300660,뉴론텍캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),(주)새한제약,N02BF01,gabapentin
113,164201ACH,652904160,서울가바펜틴캡슐100밀리그램_(0.1g/1캡슐),(주)서울제약,N02BF01,gabapentin
113,164201ACH,658604190,가벤틴캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),이연제약(주),N02BF01,gabapentin
113,164202ACH,657300010,가바피나캡슐(가바펜틴)_(0.3g/1캡슐),(주)동구바이오제약,N02BF01,gabapentin
113,164202ACH,642003590,현대가바펜틴캡슐300밀리그램_(0.3g/1캡슐),현대약품(주),N02BF01,gabapentin
113,164202ACH,656700140,넬슨가바펜틴캡슐(가바펜틴)_(0.3g/1캡슐),한국넬슨제약(주),N02BF01,gabapentin
113,164202ACH,658200090,뉴바틴캡슐(가바펜틴)_(0.3g/1캡슐),(주)비보존제약,N02BF01,gabapentin
113,164202ACH,678600860,가바티론캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),(주)다산제약,N02BF01,gabapentin
113,164202ACH,671706150,카나가바로틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),주식회사제뉴원사이언스,N02BF01,gabapentin
113,164202ACH,621801130,가바스탄캡슐(가바펜틴)_(0.3g/1캡슐),(주)한국파비스제약,N02BF01,gabapentin
113,164202ACH,644801930,태극가바펜틴캡슐_(0.3g/1캡슐),태극제약(주),N02BF01,gabapentin
113,164202ACH,648602860,가바렉스캡슐300mg(가바펜틴)_(0.3g/1캡슐),(주)씨엠지제약,N02BF01,gabapentin
113,164202ACH,649102080,가바스틸캡슐300mg(가바펜틴)_(0.3g/1캡슐),한국휴텍스제약(주),N02BF01,gabapentin
113,164202ACH,644603290,가바인캡슐300mg(가바펜틴)_(0.3g/1캡슐),조아제약(주),N02BF01,gabapentin
113,164202ACH,693201330,가바킹캡슐300mg(가바펜틴)_(0.3g/1캡슐),(주)한국글로벌제약,N02BF01,gabapentin
113,164202ACH,625800340,가틴캡슐(가바펜틴)_(0.3g/1캡슐),메딕스제약(주),N02BF01,gabapentin
113,164202ACH,645604580,뉴로가바캡슐(가바펜틴)_(0.3g/1캡슐),대화제약(주),N02BF01,gabapentin
113,164202ACH,625200390,뉴펜틴캡슐300mg(가바펜틴)_(0.3g/1캡슐),(주)화이트생명과학,N02BF01,gabapentin
113,164202ACH,649601090,바론틴캡슐300밀리그람(가바펜틴)_(0.3g/1캡슐),대우제약(주),N02BF01,gabapentin
113,164202ACH,674400660,아바펜캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),아이큐어(주),N02BF01,gabapentin
113,164202ACH,661604550,알피가바펜틴캡슐300mg_(0.3g/1캡슐),(주)알피바이오,N02BF01,gabapentin
113,164202ACH,661904150,카바펜캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),영풍제약(주),N02BF01,gabapentin
113,164202ACH,647205000,가비스타캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),한국코러스(주),N02BF01,gabapentin
113,164202ACH,669502300,씨티가바캡슐300mg(가바펜틴)_(0.3g/1캡슐),(주)씨티씨바이오,N02BF01,gabapentin
113,164202ACH,628901080,이로바캡슐300mg(가바펜틴)_(0.3g/1캡슐),(주)이든파마,N02BF01,gabapentin
113,164202ACH,647303610,씨트펜틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),에이치엘비제약(주),N02BF01,gabapentin
113,164202ACH,665507080,유니펜틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),한국유니온제약(주),N02BF01,gabapentin
113,164202ACH,629701540,오스가바캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),(주)오스코리아제약,N02BF01,gabapentin
113,164202ACH,693902960,뉴로가펜캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),(주)셀트리온제약,N02BF01,gabapentin
113,164202ACH,55101160,가바투캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),코스맥스파마(주),N02BF01,gabapentin
113,164202ACH,669907470,가바텐캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),대한뉴팜(주),N02BF01,gabapentin
113,164202ACH,628801490,휴론틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),(주)휴비스트제약,N02BF01,gabapentin
113,164202ACH,658107500,가바페캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),(유)한풍제약,N02BF01,gabapentin
113,164202ACH,58200470,아가바캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),(주)아리제약,N02BF01,gabapentin
113,164202ACH,698504040,가바텍스캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),(주)테라젠이텍스,N02BF01,gabapentin
113,164202ACH,641907520,보령가바펜틴캡슐300밀리그램_(0.3g/1캡슐),(주)보령,N02BF01,gabapentin
113,164202ACH,679601310,가바원캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),(주)서흥,N02BF01,gabapentin
113,164202ACH,54800960,가바론틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),엔비케이제약(주),N02BF01,gabapentin
113,164202ACH,660703460,위더펜틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),위더스제약(주),N02BF01,gabapentin
113,164202ACH,622804260,뉴가틴엠캡슐300mg(가바펜틴)_(0.3g/1캡슐),(주)마더스제약,N02BF01,gabapentin
113,164202ACH,670502190,가바프로캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),(주)보령바이오파마,N02BF01,gabapentin
113,164202ACH,60500310,메가바틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),(주)엘앤씨바이오,N02BF01,gabapentin
113,164202ACH,655404340,가뉴틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),일성신약(주),N02BF01,gabapentin
113,164202ACH,73000940,건스펜틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),건일바이오팜주식회사,N02BF01,gabapentin
113,164202ACH,59001220,가바케이캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),주식회사케이에스제약,N02BF01,gabapentin
113,164202ACH,646800020,건일가바펜틴캡슐300밀리그램_(0.3g/1캡슐),건일제약(주),N02BF01,gabapentin
113,164202ACH,656204530,레바펜틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),(주)바스칸바이오제약,N02BF01,gabapentin
113,164202ACH,651900030,가펜틴캡슐300밀리그람(가바펜틴)_(0.3g/1캡슐),명인제약(주),N02BF01,gabapentin
113,164202ACH,73400430,뉴론틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),비아트리스코리아(주),N02BF01,gabapentin
113,164202ACH,653002660,파마가바펜틴캡슐(가바펜틴)_(0.3g/1캡슐),(주)한국파마,N02BF01,gabapentin
113,164202ACH,642800040,가바틴캡슐300밀리그람(가바펜틴)_(0.3g/1캡슐),고려제약(주),N02BF01,gabapentin
113,164202ACH,642500360,동아가바펜틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),동아에스티(주),N02BF01,gabapentin
113,164202ACH,657200070,뉴렙톨캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),환인제약(주),N02BF01,gabapentin
113,164202ACH,647800200,뉴로카바캡슐(가바펜틴)_(0.3g/1캡슐),삼진제약(주),N02BF01,gabapentin
113,164202ACH,642900480,메가펜틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),일동제약(주),N02BF01,gabapentin
113,164202ACH,643500020,가바페닌캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),한미약품(주),N02BF01,gabapentin
113,164202ACH,652601460,펜다운캡슐(가바펜틴)_(0.3g/1캡슐),알보젠코리아(주),N02BF01,gabapentin
113,164202ACH,646000120,뉴로닌캡슐(가바펜틴)_(0.3g/1캡슐),(주)메디카코리아,N02BF01,gabapentin
113,164202ACH,648500010,가바론캡슐300mg(가바펜틴)_(0.3g/1캡슐),신풍제약(주),N02BF01,gabapentin
113,164202ACH,670100060,뉴로스캡슐(가바펜틴)_(0.3g/1캡슐),(주)팜젠사이언스,N02BF01,gabapentin
113,164202ACH,649502210,유니론틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),유니메드제약(주),N02BF01,gabapentin
113,164202ACH,670301480,코오롱가바펜틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),코오롱제약(주),N02BF01,gabapentin
113,164202ACH,643700890,네오펜틴캡슐(가바펜틴)_(0.3g/1캡슐),국제약품(주),N02BF01,gabapentin
113,164202ACH,643300040,가바렙캡슐300밀리그람(가바펜틴)_(0.3g/1캡슐),(주)종근당,N02BF01,gabapentin
113,164202ACH,656003900,가바로닌캡슐300mg(가바펜틴)_(0.3g/1캡슐),알리코제약(주),N02BF01,gabapentin
113,164202ACH,648100010,가바펜캡슐(가바펜틴)_(0.3g/1캡슐),경동제약(주),N02BF01,gabapentin
113,164202ACH,658600020,가벤틴캡슐300mg(가바펜틴)_(0.3g/1캡슐),이연제약(주),N02BF01,gabapentin
113,164202ACH,694000140,네버펜틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),대웅바이오(주),N02BF01,gabapentin
113,164202ACH,657800090,뉴가바캡슐300밀리그람(가바펜틴)_(0.3g/1캡슐),하나제약(주),N02BF01,gabapentin
113,164202ACH,644300240,뉴로펜틴캡슐(가바펜틴)_(0.3g/1캡슐),한국유나이티드제약(주),N02BF01,gabapentin
113,164202ACH,651300670,뉴론텍캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),(주)새한제약,N02BF01,gabapentin
113,164202ACH,652904170,서울가바펜틴캡슐300밀리그램_(0.3g/1캡슐),(주)서울제약,N02BF01,gabapentin
113,164203ACH,671706290,카나가바로틴캡슐400밀리그램(가바펜틴)_(0.4g/1캡슐),주식회사제뉴원사이언스,N02BF01,gabapentin
113,164203ACH,642800050,가바틴캡슐400밀리그람(가바펜틴)_(0.4g/1캡슐),고려제약(주),N02BF01,gabapentin
113,164203ACH,642500380,동아가바펜틴캡슐400밀리그램(가바펜틴)_(0.4g/1캡슐),동아에스티(주),N02BF01,gabapentin
113,164203ACH,73400420,뉴론틴캡슐400밀리그램(가바펜틴)_(0.4g/1캡슐),비아트리스코리아(주),N02BF01,gabapentin
113,164204ATB,642505270,동아가바펜틴정600밀리그램(가바펜틴)_(0.6g/1정),동아에스티(주),N02BF01,gabapentin
113,164204ATB,648600010,가바렉스정600밀리그램(가바펜틴)_(0.6g/1정),(주)씨엠지제약,N02BF01,gabapentin
113,164204ATB,694000150,네버펜틴정600밀리그램(가바펜틴)_(0.6g/1정),대웅바이오(주),N02BF01,gabapentin
113,164204ATB,73400440,뉴론틴정600밀리그램(가바펜틴)_(0.6g/1정),비아트리스코리아(주),N02BF01,gabapentin
113,164204ATB,642800010,가바틴정600밀리그램(가바펜틴)_(0.6g/1정),고려제약(주),N02BF01,gabapentin
113,164205ATB,642800020,가바틴정800밀리그램(가바펜틴)_(0.8g/1정),고려제약(주),N02BF01,gabapentin
113,164205ATB,642500340,동아가바펜틴정800밀리그램(가바펜틴)_(0.8g/1정),동아에스티(주),N02BF01,gabapentin
113,164205ATB,73400400,뉴론틴정800밀리그램(가바펜틴)_(0.8g/1정),비아트리스코리아(주),N02BF01,gabapentin
113,164205ATB,643500040,가바페닌정800밀리그램(가바펜틴)_(0.8g/1정),한미약품(주),N02BF01,gabapentin
113,181001ATB,658600170,라모진정100밀리그람(라모트리진)_(0.1g/1정),이연제약(주),N03AX09,lamotrigine
113,181001ATB,651900220,라모스탈정100밀리그램(라모트리진)_(0.1g/1정),명인제약(주),N03AX09,lamotrigine
113,181001ATB,645300290,라비시틴정100밀리그람(라모트리진)_(0.1g/1정),한림제약(주),N03AX09,lamotrigine
113,181001ATB,642200660,라모티진정100밀리그램(라모트리진)_(0.1g/1정),부광약품(주),N03AX09,lamotrigine
113,181001ATB,650000190,라믹탈정100밀리그램(라모트리진)_(0.1g/1정),(주)글락소스미스클라인,N03AX09,lamotrigine
113,181001ATB,626900260,테바라모트리진츄어블정100밀리그램_(0.1g/1정),(주)한독테바,N03AX09,lamotrigine
113,181001ATB,641600450,라미아트정100밀리그램(라모트리진)_(0.1g/1정),(주)대웅제약,N03AX09,lamotrigine
113,181002ATB,645300270,라비시틴정25밀리그램(라모트리진)_(25mg/1정),한림제약(주),N03AX09,lamotrigine
113,181002ATB,642202540,라모티진정25밀리그램(라모트리진)_(25mg/1정),부광약품(주),N03AX09,lamotrigine
